,f1-score,precision,recall,support
tr05-1434,1.0,1.0,1.0,16.0
tr05-1452,0.8214285714285714,0.71875,0.9583333333333334,24.0
tr05-1453,0.8292682926829268,0.7083333333333334,1.0,17.0
tr05-1457,0.8571428571428571,0.8823529411764706,0.8333333333333334,18.0
tr05-1464,0.9090909090909091,1.0,0.8333333333333334,18.0
tr05-1475,0.8571428571428572,0.8181818181818182,0.9,20.0
tr05-1489,0.7000000000000001,0.6363636363636364,0.7777777777777778,18.0
tr05-1510,0.6875000000000001,0.7857142857142857,0.6111111111111112,18.0
tr05-1513,0.8627450980392156,0.8148148148148148,0.9166666666666666,24.0
tr05-1521,0.9166666666666666,0.9166666666666666,0.9166666666666666,24.0
tr05-1528,0.923076923076923,0.8571428571428571,1.0,24.0
tr05-1547,0.8799999999999999,0.9166666666666666,0.8461538461538461,13.0
tr05-1551,0.7499999999999999,0.9230769230769231,0.631578947368421,19.0
tr05-1554,0.9795918367346939,0.96,1.0,24.0
tr05-1558,0.6842105263157895,0.7647058823529411,0.6190476190476191,21.0
tr05-1570,1.0,1.0,1.0,24.0
tr05-1572,0.9375,0.8823529411764706,1.0,15.0
tr05-1575,0.823529411764706,0.7777777777777778,0.875,24.0
tr05-1591,0.6666666666666666,1.0,0.5,12.0
tr05-1604,0.92,0.8518518518518519,1.0,23.0
tr05-1624,0.8648648648648648,0.8,0.9411764705882353,17.0
tr05-1649,0.8518518518518519,0.7419354838709677,1.0,23.0
tr05-1653,0.8695652173913043,0.9090909090909091,0.8333333333333334,12.0
tr05-1659,0.48,0.8571428571428571,0.3333333333333333,18.0
tr05-1675,0.9019607843137256,0.8518518518518519,0.9583333333333334,24.0
tr05-1681,0.9787234042553191,0.9583333333333334,1.0,23.0
tr05-1684,1.0,1.0,1.0,16.0
tr05-1687,0.5882352941176471,0.9090909090909091,0.43478260869565216,23.0
tr05-1688,0.888888888888889,0.8,1.0,12.0
tr05-1689,0.9302325581395349,0.8695652173913043,1.0,20.0
tr05-1716,0.7692307692307693,0.8823529411764706,0.6818181818181818,22.0
tr05-1720,0.9,0.8181818181818182,1.0,18.0
tr05-1728,0.8181818181818182,0.9,0.75,24.0
tr06-0014,0.8292682926829269,0.8947368421052632,0.7727272727272727,22.0
tr06-0017,0.7692307692307692,0.7142857142857143,0.8333333333333334,24.0
tr06-0041,0.8181818181818182,0.8571428571428571,0.782608695652174,23.0
tr06-0050,0.9767441860465117,0.9545454545454546,1.0,21.0
tr06-0062,0.6428571428571429,0.75,0.5625,16.0
tr06-0084,0.8727272727272727,0.7741935483870968,1.0,24.0
tr06-0103,0.8292682926829269,0.8947368421052632,0.7727272727272727,22.0
tr06-0107,0.5964912280701754,0.4594594594594595,0.85,20.0
tr06-0108,0.9166666666666666,0.9166666666666666,0.9166666666666666,24.0
tr06-0117,0.8000000000000002,0.9230769230769231,0.7058823529411765,17.0
tr06-0122,0.7333333333333334,0.8461538461538461,0.6470588235294118,17.0
tr06-0126,0.8148148148148148,0.8461538461538461,0.7857142857142857,14.0
tr06-0154,0.5915492957746479,0.4375,0.9130434782608695,23.0
tr06-0166,0.6896551724137931,0.7692307692307693,0.625,16.0
tr06-0168,0.9019607843137256,0.8518518518518519,0.9583333333333334,24.0
tr06-0177,0.7647058823529411,0.8125,0.7222222222222222,18.0
tr06-0182,0.8444444444444444,0.9047619047619048,0.7916666666666666,24.0
tr06-0193,0.8372093023255814,0.9473684210526315,0.75,24.0
tr06-0202,0.888888888888889,0.9523809523809523,0.8333333333333334,24.0
tr06-0204,0.8461538461538461,0.8461538461538461,0.8461538461538461,13.0
tr06-0221,0.8387096774193549,0.8666666666666667,0.8125,16.0
tr06-0232,1.0,1.0,1.0,18.0
tr06-0234,0.967741935483871,0.9375,1.0,15.0
tr06-0242,0.975609756097561,0.9523809523809523,1.0,20.0
tr06-0249,0.6666666666666665,0.75,0.6,15.0
tr06-0262,1.0,1.0,1.0,24.0
tr06-0282,0.923076923076923,1.0,0.8571428571428571,14.0
tr06-0302,0.7058823529411764,0.8571428571428571,0.6,20.0
tr06-0307,0.7826086956521738,0.75,0.8181818181818182,22.0
tr06-0313,0.7857142857142857,0.9166666666666666,0.6875,16.0
tr06-0315,0.8333333333333334,0.8333333333333334,0.8333333333333334,18.0
tr06-0317,0.8292682926829269,0.9444444444444444,0.7391304347826086,23.0
tr06-0318,0.6976744186046512,0.7894736842105263,0.625,24.0
tr06-0332,0.851063829787234,0.8695652173913043,0.8333333333333334,24.0
tr06-0333,0.6829268292682926,0.6363636363636364,0.7368421052631579,19.0
tr06-0347,0.8333333333333334,0.8333333333333334,0.8333333333333334,24.0
tr06-0362,0.9333333333333333,1.0,0.875,24.0
tr06-0363,1.0,1.0,1.0,24.0
tr06-0390,0.7741935483870968,0.7058823529411765,0.8571428571428571,14.0
tr06-0397,0.918918918918919,0.9444444444444444,0.8947368421052632,19.0
tr06-0404,0.9600000000000001,0.9230769230769231,1.0,12.0
tr06-0418,0.9166666666666666,0.9166666666666666,0.9166666666666666,24.0
tr06-0429,0.7777777777777777,0.6774193548387096,0.9130434782608695,23.0
tr06-0447,1.0,1.0,1.0,13.0
tr06-0449,0.7547169811320754,0.6451612903225806,0.9090909090909091,22.0
tr06-0452,0.9565217391304348,1.0,0.9166666666666666,24.0
tr06-0475,0.6857142857142856,0.9230769230769231,0.5454545454545454,22.0
tr06-0488,0.888888888888889,1.0,0.8,15.0
tr06-0503,0.8,0.782608695652174,0.8181818181818182,22.0
tr06-0515,0.9565217391304348,1.0,0.9166666666666666,12.0
tr06-0517,0.8333333333333334,0.8333333333333334,0.8333333333333334,24.0
tr06-0532,0.8648648648648649,0.8888888888888888,0.8421052631578947,19.0
tr06-0536,0.6153846153846153,0.5217391304347826,0.75,16.0
tr06-0538,0.7199999999999999,0.6923076923076923,0.75,24.0
tr06-0544,0.6666666666666666,0.7142857142857143,0.625,24.0
tr06-0547,0.76,0.6785714285714286,0.8636363636363636,22.0
tr06-0556,0.7500000000000001,0.7894736842105263,0.7142857142857143,21.0
tr06-0567,0.896551724137931,0.9285714285714286,0.8666666666666667,15.0
tr06-0570,0.7441860465116279,0.7272727272727273,0.7619047619047619,21.0
tr06-0576,0.9411764705882353,0.8888888888888888,1.0,24.0
tr06-0579,0.9130434782608696,0.84,1.0,21.0
tr06-0584,0.75,0.75,0.75,24.0
tr06-0609,0.7391304347826085,0.7391304347826086,0.7391304347826086,23.0
tr06-0627,0.5714285714285714,0.8,0.4444444444444444,18.0
tr06-0644,0.7307692307692307,0.6785714285714286,0.7916666666666666,24.0
tr06-0677,0.8749999999999999,0.9333333333333333,0.8235294117647058,17.0
tr06-0694,0.9411764705882353,0.9411764705882353,0.9411764705882353,17.0
tr06-0696,0.6153846153846153,0.8888888888888888,0.47058823529411764,17.0
tr06-0705,0.8333333333333333,0.8,0.8695652173913043,23.0
tr06-0709,0.8292682926829268,0.7083333333333334,1.0,17.0
tr06-0721,0.8333333333333333,0.8,0.8695652173913043,23.0
tr06-0750,0.84,0.75,0.9545454545454546,22.0
tr06-0764,0.9361702127659574,0.9565217391304348,0.9166666666666666,24.0
tr06-0769,0.9411764705882353,0.8888888888888888,1.0,24.0
tr06-0771,1.0,1.0,1.0,24.0
tr06-0785,0.7272727272727272,0.64,0.8421052631578947,19.0
tr06-0791,0.9500000000000001,0.95,0.95,20.0
tr06-0802,0.7272727272727272,0.7619047619047619,0.6956521739130435,23.0
tr06-0812,0.9,0.9,0.9,20.0
tr06-0815,0.9189189189189189,0.85,1.0,17.0
tr06-0825,0.8461538461538461,0.9166666666666666,0.7857142857142857,14.0
tr06-0827,0.7540983606557377,0.6216216216216216,0.9583333333333334,24.0
tr06-0843,0.8717948717948718,0.8095238095238095,0.9444444444444444,18.0
tr06-0850,0.4090909090909091,0.45,0.375,24.0
tr06-0862,0.8,0.7692307692307693,0.8333333333333334,12.0
tr06-0865,0.9056603773584906,0.8275862068965517,1.0,24.0
tr06-0876,0.7636363636363636,0.6774193548387096,0.875,24.0
tr06-0880,0.9600000000000001,0.9230769230769231,1.0,24.0
tr06-0883,0.7692307692307692,0.7894736842105263,0.75,20.0
tr06-1010,0.8936170212765957,0.8076923076923077,1.0,21.0
tr06-1117,0.9,0.8571428571428571,0.9473684210526315,19.0
tr06-1123,0.9166666666666666,0.9166666666666666,0.9166666666666666,24.0
tr07-0016,0.631578947368421,0.6666666666666666,0.6,20.0
tr07-0027,0.9411764705882353,0.8888888888888888,1.0,24.0
tr07-0030,0.8799999999999999,0.8461538461538461,0.9166666666666666,24.0
tr07-0034,0.65,0.7222222222222222,0.5909090909090909,22.0
tr07-0036,0.6122448979591837,0.5769230769230769,0.6521739130434783,23.0
tr07-0040,0.8421052631578947,0.9411764705882353,0.7619047619047619,21.0
tr07-0043,0.7555555555555556,0.8095238095238095,0.7083333333333334,24.0
tr07-0056,0.7647058823529412,1.0,0.6190476190476191,21.0
tr07-0084,0.64,0.6153846153846154,0.6666666666666666,24.0
tr07-0100,0.967741935483871,1.0,0.9375,16.0
tr07-0102,0.8095238095238095,0.8947368421052632,0.7391304347826086,23.0
tr07-0105,0.7083333333333334,0.7083333333333334,0.7083333333333334,24.0
tr07-0123,0.7659574468085107,0.75,0.782608695652174,23.0
tr07-0125,0.6250000000000001,0.7142857142857143,0.5555555555555556,18.0
tr07-0126,0.8085106382978724,0.8260869565217391,0.7916666666666666,24.0
tr07-0127,0.7777777777777778,0.7777777777777778,0.7777777777777778,18.0
tr07-0153,0.92,0.8518518518518519,1.0,23.0
tr07-0162,0.9032258064516129,1.0,0.8235294117647058,17.0
tr07-0168,0.9387755102040816,0.8846153846153846,1.0,23.0
tr07-0178,0.6956521739130435,0.7272727272727273,0.6666666666666666,24.0
tr07-0179,0.619047619047619,0.7222222222222222,0.5416666666666666,24.0
tr07-0191,0.8846153846153847,0.8214285714285714,0.9583333333333334,24.0
tr07-0197,0.782608695652174,0.72,0.8571428571428571,21.0
tr07-0212,0.8846153846153847,0.8214285714285714,0.9583333333333334,24.0
tr07-0214,0.9268292682926829,0.95,0.9047619047619048,21.0
tr07-0231,0.7096774193548387,0.8461538461538461,0.6111111111111112,18.0
tr07-0236,0.9411764705882353,0.8888888888888888,1.0,24.0
tr07-0246,0.8636363636363636,0.8260869565217391,0.9047619047619048,21.0
tr07-0247,0.5945945945945946,0.55,0.6470588235294118,17.0
tr07-0257,0.5999999999999999,0.6923076923076923,0.5294117647058824,17.0
tr07-0262,0.8095238095238095,0.8947368421052632,0.7391304347826086,23.0
tr07-0281,1.0,1.0,1.0,24.0
tr07-0283,0.625,0.5263157894736842,0.7692307692307693,13.0
tr07-0291,0.29411764705882354,0.45454545454545453,0.21739130434782608,23.0
tr07-0293,0.9795918367346939,0.96,1.0,24.0
tr07-0325,0.7924528301886793,0.7241379310344828,0.875,24.0
tr07-0343,0.5833333333333334,0.7777777777777778,0.4666666666666667,15.0
tr07-0359,0.8484848484848485,0.8235294117647058,0.875,16.0
tr07-0380,0.8076923076923077,0.75,0.875,24.0
tr07-0394,0.6341463414634146,0.7647058823529411,0.5416666666666666,24.0
tr07-0401,0.9302325581395349,1.0,0.8695652173913043,23.0
tr07-0409,0.9787234042553191,1.0,0.9583333333333334,24.0
tr07-0416,0.8727272727272727,0.7741935483870968,1.0,24.0
tr07-0418,0.7027027027027027,0.7647058823529411,0.65,20.0
tr07-0451,0.888888888888889,0.8571428571428571,0.9230769230769231,13.0
tr07-0455,0.8823529411764706,0.7894736842105263,1.0,15.0
tr07-0458,0.9333333333333333,1.0,0.875,24.0
tr07-0466,0.8235294117647057,0.75,0.9130434782608695,23.0
tr07-0489,0.8695652173913043,0.9090909090909091,0.8333333333333334,24.0
tr07-0490,0.823529411764706,0.7777777777777778,0.875,24.0
tr07-0509,0.8421052631578948,0.8,0.8888888888888888,18.0
tr07-0517,0.8363636363636364,0.7419354838709677,0.9583333333333334,24.0
tr07-0540,0.888888888888889,0.8,1.0,24.0
tr07-0542,0.6666666666666666,0.7142857142857143,0.625,16.0
tr07-0549,0.39999999999999997,0.8333333333333334,0.2631578947368421,19.0
tr07-0564,0.8333333333333333,1.0,0.7142857142857143,21.0
tr07-0566,0.6382978723404256,0.625,0.6521739130434783,23.0
tr07-0568,0.5882352941176471,0.625,0.5555555555555556,18.0
tr07-0575,0.48484848484848486,0.5714285714285714,0.42105263157894735,19.0
tr07-0579,0.823529411764706,0.7777777777777778,0.875,24.0
tr07-0585,0.9565217391304348,0.9166666666666666,1.0,22.0
tr07-0586,0.8666666666666666,0.8125,0.9285714285714286,14.0
tr07-0593,0.5625000000000001,0.9,0.4090909090909091,22.0
tr07-0594,0.6666666666666667,0.875,0.5384615384615384,13.0
tr07-0601,0.8260869565217391,0.7916666666666666,0.8636363636363636,22.0
tr07-0602,0.8979591836734694,0.88,0.9166666666666666,24.0
tr07-0605,0.851063829787234,0.8333333333333334,0.8695652173913043,23.0
tr07-0610,0.9583333333333334,0.9583333333333334,0.9583333333333334,24.0
tr07-0615,0.92,0.8518518518518519,1.0,23.0
tr07-0625,0.4,0.6666666666666666,0.2857142857142857,21.0
tr07-0642,0.9375,0.9375,0.9375,16.0
tr07-0650,0.7428571428571429,0.8666666666666667,0.65,20.0
tr07-0662,0.7924528301886793,0.7241379310344828,0.875,24.0
tr07-0665,0.6875000000000001,0.7857142857142857,0.6111111111111112,18.0
tr07-0675,0.8799999999999999,0.8461538461538461,0.9166666666666666,24.0
tr07-0681,0.6530612244897959,0.64,0.6666666666666666,24.0
tr07-0691,0.6666666666666665,0.6,0.75,12.0
tr07-0703,0.875,0.8076923076923077,0.9545454545454546,22.0
tr07-0709,0.6363636363636364,0.875,0.5,14.0
tr07-0718,0.8444444444444444,0.8260869565217391,0.8636363636363636,22.0
tr07-0752,0.8799999999999999,0.8461538461538461,0.9166666666666666,24.0
tr07-0761,0.962962962962963,0.9285714285714286,1.0,13.0
tr07-0770,0.6511627906976744,0.6666666666666666,0.6363636363636364,22.0
tr07-0771,0.76,0.7307692307692307,0.7916666666666666,24.0
tr07-0782,0.6829268292682927,0.7777777777777778,0.6086956521739131,23.0
tr07-0786,0.8627450980392156,0.7586206896551724,1.0,22.0
tr07-0796,0.8717948717948718,0.7727272727272727,1.0,17.0
tr07-0804,0.816326530612245,0.8,0.8333333333333334,24.0
tr07-0820,0.8260869565217391,0.8636363636363636,0.7916666666666666,24.0
tr07-0828,0.8648648648648648,1.0,0.7619047619047619,21.0
tr07-0830,1.0,1.0,1.0,15.0
tr07-0841,0.9166666666666666,0.9166666666666666,0.9166666666666666,24.0
tr07-0848,0.888888888888889,0.9090909090909091,0.8695652173913043,23.0
tr07-0861,0.9411764705882353,0.8888888888888888,1.0,24.0
tr07-0865,0.8823529411764706,0.7894736842105263,1.0,15.0
tr07-0874,0.6500000000000001,0.6842105263157895,0.6190476190476191,21.0
tr07-0891,0.7096774193548387,0.9166666666666666,0.5789473684210527,19.0
tr07-0894,0.851063829787234,0.8695652173913043,0.8333333333333334,24.0
tr07-0895,0.972972972972973,0.9473684210526315,1.0,18.0
tr07-0902,0.9545454545454545,0.9130434782608695,1.0,21.0
tr07-0906,0.84,0.75,0.9545454545454546,22.0
tr07-0909,0.84,0.7777777777777778,0.9130434782608695,23.0
tr07-0913,0.8163265306122449,0.7692307692307693,0.8695652173913043,23.0
tr07-0918,1.0,1.0,1.0,19.0
tr08-0010,0.851063829787234,0.8695652173913043,0.8333333333333334,24.0
tr08-0012,0.8148148148148148,0.7333333333333333,0.9166666666666666,12.0
tr08-0021,0.9411764705882353,0.8888888888888888,1.0,24.0
tr08-0030,0.85,0.9444444444444444,0.7727272727272727,22.0
tr08-0105,0.8333333333333334,0.8333333333333334,0.8333333333333334,24.0
tr08-0111,0.8,0.7692307692307693,0.8333333333333334,24.0
tr08-0113,0.7368421052631577,0.7777777777777778,0.7,20.0
tr08-0137,0.8571428571428571,0.8571428571428571,0.8571428571428571,14.0
tr08-0139,0.8085106382978724,0.76,0.8636363636363636,22.0
tr08-0140,0.9199999999999999,0.8846153846153846,0.9583333333333334,24.0
tr08-0156,0.4999999999999999,0.48,0.5217391304347826,23.0
tr08-0157,0.8636363636363636,0.9047619047619048,0.8260869565217391,23.0
tr08-0159,0.9130434782608695,0.9545454545454546,0.875,24.0
tr08-0168,0.8108108108108109,0.7894736842105263,0.8333333333333334,18.0
tr08-0183,0.72,0.6666666666666666,0.782608695652174,23.0
tr08-0192,0.7333333333333334,0.6875,0.7857142857142857,14.0
tr08-0214,0.9,0.9,0.9,20.0
tr08-0245,0.8780487804878049,0.9473684210526315,0.8181818181818182,22.0
tr08-0256,0.9777777777777777,1.0,0.9565217391304348,23.0
tr08-0266,1.0,1.0,1.0,16.0
tr08-0277,0.7906976744186046,0.85,0.7391304347826086,23.0
tr08-0280,0.972972972972973,0.9473684210526315,1.0,18.0
tr08-0287,0.8571428571428571,0.9230769230769231,0.8,15.0
tr08-0295,0.7931034482758621,0.6764705882352942,0.9583333333333334,24.0
tr08-0303,0.7894736842105262,0.8333333333333334,0.75,20.0
tr08-0310,0.6956521739130435,0.8888888888888888,0.5714285714285714,14.0
tr08-0314,0.5641025641025642,0.6470588235294118,0.5,22.0
tr08-0315,0.8135593220338984,0.6857142857142857,1.0,24.0
tr08-0336,0.9411764705882353,0.8888888888888888,1.0,24.0
tr08-0347,0.9166666666666666,0.9166666666666666,0.9166666666666666,24.0
tr08-0348,0.888888888888889,0.9090909090909091,0.8695652173913043,23.0
tr08-0351,0.7307692307692307,0.6785714285714286,0.7916666666666666,24.0
tr08-0353,0.7547169811320754,0.6451612903225806,0.9090909090909091,22.0
tr08-0356,0.5,0.6666666666666666,0.4,20.0
tr09-0040,0.7906976744186046,0.85,0.7391304347826086,23.0
tr09-0044,0.851063829787234,0.8695652173913043,0.8333333333333334,24.0
tr09-0049,0.9795918367346939,0.96,1.0,24.0
tr09-0050,0.6818181818181818,0.75,0.625,24.0
tr09-0051,0.7272727272727273,1.0,0.5714285714285714,21.0
tr09-0065,0.8260869565217391,0.8636363636363636,0.7916666666666666,24.0
tr09-0068,0.7619047619047619,0.7619047619047619,0.7619047619047619,21.0
tr09-0070,0.9090909090909091,1.0,0.8333333333333334,18.0
tr09-0082,0.962962962962963,1.0,0.9285714285714286,14.0
tr09-0086,0.8846153846153847,0.8214285714285714,0.9583333333333334,24.0
tr09-0122,0.7,0.6666666666666666,0.7368421052631579,19.0
tr09-0129,0.8571428571428571,0.9473684210526315,0.782608695652174,23.0
tr09-0159,0.8085106382978724,0.7916666666666666,0.8260869565217391,23.0
tr09-0175,0.7317073170731706,0.75,0.7142857142857143,21.0
tr09-0186,0.8372093023255814,0.8571428571428571,0.8181818181818182,22.0
tr09-0205,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
tr09-0217,0.8936170212765958,0.84,0.9545454545454546,22.0
tr09-0220,0.9199999999999999,0.8846153846153846,0.9583333333333334,24.0
tr09-0237,0.8936170212765957,0.9130434782608695,0.875,24.0
tr09-0246,0.8947368421052632,0.85,0.9444444444444444,18.0
tr09-0296,0.9333333333333332,0.9545454545454546,0.9130434782608695,23.0
tr09-0328,0.7272727272727272,0.7619047619047619,0.6956521739130435,23.0
tr09-0331,0.6818181818181818,0.75,0.625,24.0
tr09-0334,0.7894736842105262,0.8823529411764706,0.7142857142857143,21.0
tr09-0423,0.972972972972973,1.0,0.9473684210526315,19.0
tr09-0436,0.8666666666666667,0.8666666666666667,0.8666666666666667,15.0
tr09-0453,0.7727272727272727,0.85,0.7083333333333334,24.0
tr09-0469,0.9375,0.8823529411764706,1.0,15.0
tr09-0473,0.8444444444444444,0.9047619047619048,0.7916666666666666,24.0
tr09-0478,0.9090909090909091,1.0,0.8333333333333334,18.0
tr09-0489,0.9565217391304348,1.0,0.9166666666666666,24.0
tr09-0507,0.7727272727272727,0.7727272727272727,0.7727272727272727,22.0
tr09-0511,0.9056603773584906,0.8275862068965517,1.0,24.0
tr09-0520,0.9565217391304348,0.9166666666666666,1.0,22.0
tr09-0527,0.588235294117647,0.7142857142857143,0.5,20.0
tr09-0533,0.4117647058823529,0.5833333333333334,0.3181818181818182,22.0
tr09-0541,0.875,0.875,0.875,24.0
tr09-0553,0.8148148148148148,1.0,0.6875,16.0
tr09-0558,0.8205128205128205,0.7272727272727273,0.9411764705882353,17.0
tr09-0567,0.3870967741935484,0.6666666666666666,0.2727272727272727,22.0
tr09-0568,0.4375,0.5833333333333334,0.35,20.0
tr09-0575,0.8518518518518519,0.7666666666666667,0.9583333333333334,24.0
tr09-0580,0.8695652173913043,0.8695652173913043,0.8695652173913043,23.0
tr09-0593,0.7391304347826088,0.7083333333333334,0.7727272727272727,22.0
tr09-0600,0.9411764705882353,0.8888888888888888,1.0,24.0
tr09-0636,0.9795918367346939,0.96,1.0,24.0
tr09-0647,0.7547169811320755,0.6896551724137931,0.8333333333333334,24.0
tr10-0006,0.6521739130434783,0.6818181818181818,0.625,24.0
tr10-0036,0.9090909090909091,1.0,0.8333333333333334,18.0
tr10-0044,0.8095238095238096,0.9444444444444444,0.7083333333333334,24.0
tr10-0047,0.7142857142857143,1.0,0.5555555555555556,18.0
tr10-0059,0.8461538461538461,0.7586206896551724,0.9565217391304348,23.0
tr10-0077,0.5925925925925927,0.47058823529411764,0.8,20.0
tr10-0084,0.5263157894736842,0.8333333333333334,0.38461538461538464,13.0
tr10-0094,0.7083333333333334,0.7083333333333334,0.7083333333333334,24.0
tr10-0108,0.8780487804878049,0.8181818181818182,0.9473684210526315,19.0
tr10-0114,0.8421052631578948,0.7272727272727273,1.0,24.0
tr10-0141,0.918918918918919,0.9444444444444444,0.8947368421052632,19.0
tr10-0169,0.7272727272727272,0.8,0.6666666666666666,24.0
tr10-0191,0.7906976744186046,0.8095238095238095,0.7727272727272727,22.0
tr10-0247,0.8076923076923076,0.7241379310344828,0.9130434782608695,23.0
tr10-0251,0.9375,0.9375,0.9375,16.0
tr10-0263,0.9361702127659574,0.9166666666666666,0.9565217391304348,23.0
tr10-0306,0.8571428571428572,0.8076923076923077,0.9130434782608695,23.0
tr10-0336,0.8571428571428571,0.8571428571428571,0.8571428571428571,14.0
tr10-0350,1.0,1.0,1.0,12.0
tr10-0363,0.761904761904762,0.8,0.7272727272727273,22.0
tr10-0368,0.5945945945945945,0.7333333333333333,0.5,22.0
tr10-0392,1.0,1.0,1.0,22.0
tr10-0423,0.7391304347826085,0.7391304347826086,0.7391304347826086,23.0
tr10-0442,0.8648648648648648,0.7619047619047619,1.0,16.0
tr10-0477,0.8571428571428572,0.84,0.875,24.0
tr10-0509,0.8571428571428572,0.9,0.8181818181818182,22.0
tr10-0511,0.7547169811320755,0.6896551724137931,0.8333333333333334,24.0
tr10-0512,0.8333333333333333,0.8823529411764706,0.7894736842105263,19.0
tr10-0536,0.7916666666666666,0.7307692307692307,0.8636363636363636,22.0
tr10-0554,0.8,0.7692307692307693,0.8333333333333334,24.0
tr10-0591,0.7843137254901961,0.7407407407407407,0.8333333333333334,24.0
tr10-0592,0.8260869565217391,0.8636363636363636,0.7916666666666666,24.0
tr10-0598,0.41025641025641024,0.5,0.34782608695652173,23.0
tr10-0621,0.8947368421052632,0.85,0.9444444444444444,18.0
tr10-0626,0.8372093023255814,0.9473684210526315,0.75,24.0
tr10-0628,0.8163265306122449,0.7692307692307693,0.8695652173913043,23.0
tr10-0635,0.7391304347826088,0.7727272727272727,0.7083333333333334,24.0
tr10-0707,0.9056603773584906,0.8275862068965517,1.0,24.0
tr10-0728,0.48780487804878053,0.5882352941176471,0.4166666666666667,24.0
tr10-0731,0.8387096774193548,1.0,0.7222222222222222,18.0
tr10-0740,0.888888888888889,0.8695652173913043,0.9090909090909091,22.0
tr10-0752,0.12121212121212123,0.16666666666666666,0.09523809523809523,21.0
tr10-0762,0.8947368421052632,0.8947368421052632,0.8947368421052632,19.0
tr10-0768,0.7272727272727272,0.8,0.6666666666666666,24.0
tr10-0771,0.7843137254901961,0.7407407407407407,0.8333333333333334,24.0
tr10-0808,0.7804878048780488,0.7272727272727273,0.8421052631578947,19.0
tr10-0853,0.6666666666666667,0.7692307692307693,0.5882352941176471,17.0
tr10-0864,0.7692307692307692,0.7142857142857143,0.8333333333333334,24.0
tr10-0869,0.9142857142857143,0.8421052631578947,1.0,16.0
tr10-0872,0.8571428571428572,0.7894736842105263,0.9375,16.0
tr11-0006,0.7317073170731707,0.6818181818181818,0.7894736842105263,19.0
tr11-0016,0.6842105263157895,0.7647058823529411,0.6190476190476191,21.0
tr11-0024,0.923076923076923,0.8571428571428571,1.0,24.0
tr11-0025,0.9545454545454545,1.0,0.9130434782608695,23.0
tr11-0029,0.9361702127659574,0.9166666666666666,0.9565217391304348,23.0
tr11-0042,0.9361702127659574,0.9565217391304348,0.9166666666666666,24.0
tr11-0050,0.9545454545454545,0.9130434782608695,1.0,21.0
tr11-0059,0.8823529411764706,0.7894736842105263,1.0,15.0
tr11-0064,0.6956521739130435,0.5925925925925926,0.8421052631578947,19.0
tr11-0072,0.761904761904762,0.8888888888888888,0.6666666666666666,24.0
tr11-0074,0.75,0.75,0.75,24.0
tr11-0080,0.888888888888889,0.9090909090909091,0.8695652173913043,23.0
tr11-0101,0.7058823529411765,0.75,0.6666666666666666,18.0
tr11-0120,0.923076923076923,0.8571428571428571,1.0,24.0
tr11-0125,1.0,1.0,1.0,15.0
tr11-0200,0.8163265306122449,0.7142857142857143,0.9523809523809523,21.0
tr11-0324,0.6938775510204083,0.68,0.7083333333333334,24.0
tr11-0326,0.923076923076923,0.8571428571428571,1.0,24.0
tr11-0334,0.8095238095238095,0.8947368421052632,0.7391304347826086,23.0
tr11-0335,0.5263157894736842,0.625,0.45454545454545453,22.0
tr11-0338,0.8333333333333333,1.0,0.7142857142857143,21.0
tr11-0339,0.7272727272727273,1.0,0.5714285714285714,21.0
tr11-0347,0.6842105263157895,0.8666666666666667,0.5652173913043478,23.0
tr11-0350,0.25,0.375,0.1875,16.0
tr11-0354,0.7692307692307692,0.8333333333333334,0.7142857142857143,21.0
tr11-0377,1.0,1.0,1.0,18.0
tr11-0403,0.7999999999999999,0.9411764705882353,0.6956521739130435,23.0
tr11-0432,0.9545454545454545,0.9130434782608695,1.0,21.0
tr11-0436,1.0,1.0,1.0,24.0
tr11-0452,0.923076923076923,1.0,0.8571428571428571,14.0
tr11-0457,0.6779661016949152,0.5714285714285714,0.8333333333333334,24.0
tr11-0459,0.9333333333333333,1.0,0.875,24.0
tr11-0471,0.9583333333333334,0.92,1.0,23.0
tr11-0479,0.7894736842105263,0.9375,0.6818181818181818,22.0
tr11-0481,1.0,1.0,1.0,12.0
tr11-0503,0.8085106382978724,0.8260869565217391,0.7916666666666666,24.0
tr11-0516,0.6511627906976745,0.7368421052631579,0.5833333333333334,24.0
tr11-0537,0.7142857142857143,0.8333333333333334,0.625,24.0
tr11-0563,0.8085106382978724,0.7916666666666666,0.8260869565217391,23.0
tr11-0565,0.7692307692307693,0.6818181818181818,0.8823529411764706,17.0
tr11-0573,0.5853658536585366,0.7058823529411765,0.5,24.0
tr11-0577,0.8076923076923077,0.75,0.875,24.0
tr11-0587,1.0,1.0,1.0,15.0
tr11-0590,0.65,0.7647058823529411,0.5652173913043478,23.0
tr11-0612,0.782608695652174,0.72,0.8571428571428571,21.0
tr11-0640,0.8727272727272727,0.7741935483870968,1.0,24.0
tr11-0644,0.888888888888889,0.8,1.0,24.0
tr11-0659,0.7428571428571429,0.8666666666666667,0.65,20.0
tr11-0676,0.8571428571428571,0.75,1.0,24.0
tr11-0708,0.888888888888889,0.9230769230769231,0.8571428571428571,14.0
tr11-0734,0.8400000000000001,0.8076923076923077,0.875,24.0
tr11-0736,0.9583333333333334,0.9583333333333334,0.9583333333333334,24.0
